Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,1.0,1.0,562,2.0,8,2,5.0,2,1.0,50,3,2,7.0,3,1.0,6796,3,1.0,14,3,1,1,18,4,3,4,3,1,3
38,0.0,2.0,827,1.0,1,4,1.0,2,0.0,33,4,2,0.0,4,2.0,7625,0,0.0,13,3,3,0,10,4,2,9,7,1,8
27,0.0,2.0,608,1.0,1,2,1.0,3,0.0,68,3,3,4.0,1,1.0,7412,1,0.0,11,3,4,0,9,3,3,9,7,0,7
32,0.0,2.0,1018,1.0,3,2,1.0,3,0.0,39,3,3,5.0,4,2.0,11159,3,0.0,15,3,4,0,10,6,3,7,7,7,7
47,0.0,2.0,703,2.0,14,4,2.0,4,1.0,42,3,2,7.0,1,2.0,4960,2,0.0,12,3,4,0,20,2,3,7,7,1,7
40,0.0,1.0,580,2.0,5,4,1.0,4,1.0,48,2,3,7.0,1,1.0,10475,5,1.0,21,4,3,1,20,2,3,18,13,1,12
53,0.0,2.0,970,1.0,7,3,1.0,3,1.0,59,4,4,5.0,3,1.0,14814,3,0.0,19,3,3,0,32,3,3,5,1,1,3
41,0.0,2.0,427,0.0,10,4,0.0,2,1.0,73,2,5,3.0,4,0.0,19141,3,0.0,15,3,2,3,23,2,2,21,6,12,6
60,0.0,2.0,1179,2.0,16,4,2.0,1,1.0,84,3,2,7.0,1,2.0,5405,8,0.0,14,3,4,0,10,1,3,2,2,2,2
27,0.0,1.0,294,1.0,10,2,1.0,4,1.0,32,3,3,4.0,1,0.0,8793,1,0.0,21,4,3,2,9,4,2,9,7,1,7
41,0.0,2.0,314,0.0,1,3,0.0,4,1.0,59,2,5,3.0,3,1.0,19189,1,0.0,12,3,2,1,22,3,3,22,7,2,10
50,0.0,2.0,316,2.0,8,4,2.0,4,1.0,54,3,1,8.0,2,1.0,3875,7,0.0,15,3,4,1,4,2,3,2,2,2,2
28,1.0,2.0,654,1.0,1,2,1.0,1,0.0,67,1,1,6.0,2,2.0,2216,7,1.0,13,3,4,0,10,4,3,7,7,3,7
36,0.0,0.0,427,1.0,8,3,1.0,1,0.0,63,4,3,5.0,1,1.0,11713,9,0.0,14,3,1,1,10,2,3,8,7,0,5
38,0.0,2.0,168,1.0,1,3,1.0,3,0.0,81,3,3,4.0,3,2.0,7861,4,1.0,14,3,4,0,10,4,4,1,0,0,0
44,0.0,0.0,381,1.0,24,3,3.0,1,1.0,49,1,1,2.0,3,2.0,3708,2,0.0,14,3,3,0,9,5,3,5,2,1,4
47,0.0,1.0,217,2.0,3,3,3.0,4,0.0,49,3,4,7.0,3,0.0,13770,9,1.0,12,3,4,2,28,2,2,22,2,11,13
30,0.0,2.0,501,2.0,27,5,2.0,3,1.0,99,3,2,7.0,4,0.0,5304,7,0.0,23,4,4,1,10,2,2,8,7,7,7
29,0.0,2.0,1396,2.0,10,3,1.0,3,1.0,99,3,1,8.0,3,2.0,2642,1,0.0,11,3,3,0,1,6,3,1,0,0,0
42,1.0,1.0,933,1.0,19,3,3.0,3,1.0,57,4,1,6.0,3,0.0,2759,6,1.0,12,3,4,0,7,2,3,2,2,2,2
43,0.0,1.0,775,2.0,15,3,1.0,4,1.0,47,2,2,7.0,4,1.0,6804,3,0.0,18,3,3,1,7,5,3,2,2,2,2
34,0.0,2.0,970,1.0,8,2,3.0,2,0.0,96,3,2,0.0,3,2.0,6142,3,0.0,11,3,4,0,10,2,3,5,1,4,3
23,0.0,2.0,650,1.0,9,1,3.0,2,1.0,37,3,1,2.0,1,1.0,2500,1,0.0,14,3,4,1,5,2,4,4,3,0,2
39,0.0,2.0,141,0.0,3,3,0.0,3,0.0,44,4,2,1.0,2,1.0,6389,9,0.0,15,3,3,1,12,3,1,8,3,3,6
56,0.0,2.0,832,1.0,9,3,3.0,3,1.0,81,3,4,0.0,4,1.0,11103,7,0.0,11,3,3,0,30,1,2,10,7,1,1
40,0.0,2.0,804,1.0,2,1,3.0,4,0.0,86,2,1,6.0,4,2.0,2342,0,1.0,20,4,4,0,5,2,2,4,2,2,3
27,0.0,2.0,975,1.0,7,3,3.0,4,0.0,55,2,2,0.0,1,2.0,6811,8,0.0,19,3,1,0,9,2,1,7,6,0,7
29,0.0,2.0,1090,2.0,10,3,2.0,4,1.0,83,3,1,8.0,2,0.0,2297,1,0.0,14,3,4,2,2,2,3,2,2,2,2
53,0.0,2.0,346,1.0,6,3,1.0,4,1.0,86,3,2,2.0,4,2.0,2450,2,0.0,17,3,4,0,19,4,3,2,2,2,2
35,0.0,0.0,1225,1.0,2,4,1.0,4,0.0,61,3,2,0.0,1,0.0,5093,2,0.0,11,3,1,1,16,2,4,1,0,0,0
32,0.0,1.0,430,1.0,24,4,1.0,1,1.0,80,3,2,2.0,4,1.0,5309,1,0.0,15,3,4,2,10,2,3,10,8,4,7
38,0.0,2.0,268,1.0,2,5,3.0,4,1.0,92,3,1,6.0,3,1.0,3057,6,1.0,13,3,2,1,6,0,1,1,0,0,1
34,0.0,2.0,167,1.0,8,5,1.0,2,0.0,32,3,2,4.0,1,0.0,5121,3,0.0,14,3,3,1,7,3,3,0,0,0,0
52,0.0,2.0,621,2.0,3,4,2.0,3,1.0,31,2,4,3.0,1,1.0,16856,1,0.0,11,3,1,0,34,3,4,34,6,1,16
33,1.0,2.0,527,1.0,1,4,4.0,4,1.0,63,3,1,6.0,4,2.0,2686,1,1.0,13,3,3,0,10,2,2,10,9,7,8
25,0.0,2.0,883,2.0,26,1,3.0,3,0.0,32,3,2,7.0,4,2.0,6180,1,0.0,23,4,2,0,6,5,2,6,5,1,4
45,0.0,2.0,954,2.0,2,2,5.0,2,1.0,46,1,2,8.0,3,2.0,6632,0,0.0,13,3,1,0,9,3,3,8,7,3,1
23,0.0,2.0,310,1.0,10,1,3.0,1,1.0,79,4,1,6.0,3,2.0,3505,1,0.0,18,3,4,0,2,3,3,2,2,0,2
47,1.0,1.0,719,2.0,27,2,1.0,2,0.0,77,4,2,7.0,3,2.0,6397,4,1.0,12,3,4,0,8,2,3,5,4,1,3
34,0.0,2.0,304,2.0,2,3,4.0,4,1.0,60,3,2,7.0,4,2.0,6274,1,0.0,22,4,3,0,6,5,3,6,5,1,4
55,1.0,2.0,725,1.0,2,3,3.0,4,1.0,78,3,5,3.0,1,1.0,19859,5,1.0,13,3,4,1,24,2,3,5,2,1,4
36,0.0,0.0,1434,2.0,8,4,1.0,1,1.0,76,2,3,7.0,1,2.0,7587,1,0.0,15,3,2,0,10,1,3,10,7,0,9
52,0.0,0.0,715,1.0,19,4,3.0,4,1.0,41,3,1,6.0,4,1.0,4258,0,0.0,18,3,1,1,5,3,3,4,3,1,2
26,0.0,1.0,575,1.0,1,2,1.0,1,0.0,71,1,1,2.0,4,0.0,4364,3,0.0,14,3,1,1,5,2,3,2,2,2,0
29,0.0,2.0,657,1.0,27,3,3.0,2,0.0,66,3,2,0.0,3,1.0,4335,4,0.0,12,3,1,1,11,3,2,8,7,1,1
26,1.0,2.0,1146,2.0,8,3,5.0,4,1.0,38,2,2,7.0,1,2.0,5326,6,0.0,17,3,3,0,6,2,2,4,3,1,2
34,0.0,2.0,182,1.0,1,4,1.0,2,0.0,72,4,1,6.0,4,2.0,3280,2,0.0,16,3,3,0,10,2,3,4,2,1,3
54,0.0,2.0,376,1.0,19,4,3.0,4,0.0,95,3,2,4.0,1,0.0,5485,9,1.0,11,3,2,2,9,4,3,5,3,1,4
27,0.0,1.0,829,2.0,8,1,2.0,3,1.0,84,3,2,7.0,4,1.0,4342,0,0.0,19,3,2,1,5,3,3,4,2,1,1
37,0.0,2.0,571,1.0,10,1,1.0,4,0.0,82,3,1,6.0,1,0.0,2782,0,1.0,13,3,2,2,6,3,2,5,3,4,3
38,0.0,1.0,240,1.0,2,4,1.0,1,0.0,75,4,2,4.0,1,2.0,5980,6,1.0,12,3,4,0,17,2,3,15,7,4,12
34,0.0,2.0,121,1.0,2,4,3.0,3,0.0,86,2,1,6.0,1,2.0,4381,1,0.0,11,3,3,0,6,3,3,6,5,1,3
35,0.0,2.0,384,2.0,8,4,1.0,1,0.0,72,3,1,8.0,4,1.0,2572,1,0.0,16,3,2,1,3,1,2,3,2,0,2
30,0.0,2.0,921,1.0,1,3,1.0,4,1.0,38,1,1,2.0,3,1.0,3833,3,0.0,21,4,3,2,7,2,3,2,2,0,2
40,0.0,1.0,791,1.0,2,2,3.0,3,0.0,38,4,2,0.0,2,1.0,4244,1,0.0,24,4,4,1,8,2,3,8,7,3,7
34,0.0,2.0,1111,2.0,8,2,1.0,3,0.0,93,3,2,7.0,1,1.0,6500,5,0.0,17,3,2,1,6,1,3,3,2,1,2
42,0.0,1.0,570,1.0,8,3,1.0,2,1.0,66,3,5,3.0,4,0.0,18430,1,0.0,13,3,2,1,24,4,2,24,7,14,9
23,1.0,2.0,1243,1.0,6,3,1.0,3,1.0,63,4,1,2.0,1,1.0,1601,1,1.0,21,4,3,2,1,2,3,0,0,0,0
24,0.0,0.0,1092,1.0,9,3,1.0,3,1.0,60,2,1,2.0,2,0.0,2694,1,0.0,11,3,3,3,1,4,3,1,0,0,0
52,0.0,2.0,1325,1.0,11,4,1.0,4,0.0,82,3,2,2.0,3,1.0,3149,8,0.0,20,4,2,1,9,3,3,5,2,1,4
50,0.0,2.0,691,1.0,2,3,3.0,3,1.0,64,3,4,5.0,3,1.0,17639,5,0.0,16,3,4,0,30,3,3,4,3,0,3
29,1.0,2.0,805,1.0,1,2,1.0,2,0.0,36,2,1,2.0,1,1.0,2319,1,1.0,11,3,4,1,1,1,3,1,0,0,0
33,0.0,2.0,213,1.0,7,3,3.0,3,1.0,49,3,3,5.0,3,1.0,11691,0,0.0,11,3,4,0,14,3,4,13,9,3,7
33,1.0,2.0,118,2.0,16,3,2.0,1,0.0,69,3,2,7.0,1,2.0,5324,5,0.0,15,3,3,0,6,3,3,3,2,0,2
47,0.0,2.0,202,1.0,2,2,4.0,3,0.0,33,3,4,3.0,4,1.0,16752,1,1.0,11,3,3,1,26,3,2,26,14,3,0
36,0.0,2.0,676,1.0,1,3,4.0,3,0.0,35,3,2,4.0,2,1.0,5228,0,0.0,15,3,1,1,10,2,3,9,7,0,5
29,0.0,2.0,1252,1.0,23,2,1.0,3,1.0,81,4,1,6.0,3,1.0,2700,1,0.0,24,4,3,1,10,3,3,10,7,0,7
58,1.0,2.0,286,1.0,2,4,1.0,4,1.0,31,3,5,5.0,2,2.0,19246,7,1.0,12,3,4,0,40,2,3,31,15,13,8
35,0.0,2.0,1258,1.0,1,4,1.0,4,0.0,40,4,1,6.0,3,2.0,2506,3,0.0,13,3,3,0,7,0,3,2,2,2,2
42,0.0,2.0,932,1.0,1,2,1.0,4,0.0,43,2,2,4.0,4,1.0,6062,9,1.0,13,3,4,1,8,4,3,4,3,0,2
28,1.0,2.0,890,1.0,2,4,3.0,3,1.0,46,3,1,6.0,3,2.0,4382,6,0.0,17,3,4,0,5,3,2,2,2,2,1
36,0.0,2.0,1041,0.0,13,3,0.0,3,1.0,36,3,1,1.0,2,1.0,2143,4,0.0,13,3,2,1,8,2,3,5,2,0,4
32,0.0,2.0,859,1.0,4,3,1.0,3,0.0,98,2,2,4.0,3,1.0,6162,1,0.0,12,3,3,1,14,3,3,14,13,6,8
40,0.0,1.0,720,1.0,16,4,3.0,1,1.0,51,2,2,2.0,3,2.0,5094,6,0.0,14,3,4,0,10,6,3,1,0,0,0
30,0.0,2.0,946,1.0,2,3,3.0,3,0.0,52,2,2,4.0,4,2.0,6877,5,1.0,24,4,2,0,12,4,2,0,0,0,0
45,0.0,2.0,252,1.0,2,3,1.0,2,0.0,95,2,1,6.0,3,2.0,2274,1,0.0,14,3,4,0,1,3,3,1,0,0,0
42,0.0,2.0,933,1.0,29,3,1.0,2,1.0,98,3,2,4.0,2,1.0,4434,1,0.0,13,3,4,1,10,3,2,9,8,7,8
38,0.0,1.0,471,1.0,12,3,1.0,1,1.0,45,2,2,0.0,1,0.0,6288,2,0.0,15,3,3,1,13,3,2,4,3,1,2
34,0.0,1.0,702,1.0,16,4,1.0,3,0.0,100,2,1,6.0,4,2.0,2553,1,0.0,16,3,3,0,6,3,3,5,2,1,3
49,1.0,2.0,1184,2.0,11,3,2.0,3,0.0,43,3,3,7.0,4,1.0,7654,1,0.0,18,3,1,2,9,3,4,9,8,7,7
55,1.0,2.0,436,2.0,2,1,3.0,3,1.0,37,3,2,7.0,4,2.0,5160,4,0.0,16,3,3,0,12,3,2,9,7,7,3
43,0.0,2.0,589,1.0,14,2,1.0,2,1.0,94,3,4,5.0,1,1.0,17159,6,0.0,24,4,3,1,22,3,3,4,1,1,0
27,0.0,2.0,269,1.0,5,1,5.0,3,1.0,42,2,3,5.0,4,0.0,12808,1,1.0,16,3,2,1,9,3,3,9,8,0,8
35,0.0,2.0,950,1.0,7,3,4.0,3,1.0,59,3,3,4.0,3,2.0,10221,3,0.0,21,4,2,0,17,3,4,8,5,1,6
28,0.0,2.0,760,2.0,2,4,2.0,2,0.0,81,3,2,7.0,2,1.0,4779,1,1.0,20,4,1,0,8,2,3,8,7,7,5
34,0.0,2.0,829,0.0,3,2,0.0,3,1.0,88,3,1,1.0,4,1.0,3737,0,0.0,19,3,3,1,4,1,1,3,2,0,2
26,1.0,1.0,887,1.0,5,2,3.0,3,0.0,88,2,1,6.0,3,1.0,2366,1,1.0,14,3,1,1,8,2,3,8,7,1,7
27,0.0,0.0,443,1.0,3,3,3.0,4,1.0,50,3,1,6.0,4,1.0,1706,1,0.0,11,3,3,3,0,6,2,0,0,0,0
51,0.0,2.0,1318,2.0,26,4,2.0,1,0.0,66,3,4,3.0,3,1.0,16307,2,0.0,14,3,3,1,29,2,2,20,6,4,17
44,0.0,2.0,625,1.0,4,3,3.0,4,1.0,50,3,2,0.0,2,2.0,5933,9,0.0,12,3,4,0,10,2,2,5,2,2,3
25,0.0,2.0,180,1.0,2,1,3.0,1,1.0,65,4,1,6.0,1,2.0,3424,7,0.0,13,3,3,0,6,3,2,4,3,0,1
33,0.0,2.0,586,2.0,1,3,3.0,1,1.0,48,4,2,7.0,1,0.0,4037,1,0.0,22,4,1,1,9,5,3,9,8,0,8
35,0.0,2.0,1343,1.0,27,1,3.0,3,0.0,53,2,1,6.0,1,2.0,2559,1,0.0,11,3,4,0,6,3,2,6,5,1,1
36,0.0,2.0,928,2.0,1,2,1.0,2,1.0,56,3,2,7.0,4,1.0,6201,1,1.0,14,3,4,1,18,1,2,18,14,4,11
32,0.0,2.0,117,2.0,13,4,1.0,2,1.0,73,3,2,7.0,4,0.0,4403,2,0.0,11,3,3,1,8,3,2,5,2,0,3
30,0.0,1.0,1012,1.0,5,4,1.0,2,1.0,75,2,1,6.0,4,0.0,3761,9,0.0,12,3,2,1,10,3,2,5,4,0,3
53,0.0,2.0,661,2.0,7,2,2.0,1,0.0,78,2,3,7.0,4,1.0,10934,7,1.0,18,3,4,1,35,3,3,5,2,0,4
45,0.0,2.0,930,2.0,9,3,2.0,4,1.0,74,3,3,7.0,1,0.0,10761,4,1.0,12,3,3,1,18,2,3,5,4,0,2
32,0.0,2.0,638,1.0,8,2,3.0,3,0.0,91,4,2,6.0,3,1.0,5175,5,0.0,12,3,3,1,9,3,2,5,3,1,3
52,0.0,1.0,890,1.0,25,4,3.0,3,0.0,81,2,4,4.0,4,1.0,13826,3,0.0,22,4,3,0,31,3,3,9,8,0,0
37,0.0,2.0,342,2.0,16,4,2.0,4,1.0,66,2,2,7.0,3,0.0,6334,4,0.0,19,3,4,2,9,2,3,1,0,0,0
28,0.0,2.0,1169,0.0,8,2,3.0,2,1.0,63,2,1,1.0,4,0.0,4936,1,0.0,13,3,4,1,6,6,3,5,1,0,4
22,0.0,2.0,1230,1.0,1,2,1.0,4,1.0,33,2,2,4.0,4,1.0,4775,6,0.0,22,4,1,2,4,2,1,2,2,2,2
44,0.0,2.0,986,1.0,8,4,1.0,1,1.0,62,4,1,2.0,4,1.0,2818,2,1.0,24,4,3,1,10,2,2,3,2,0,2
42,0.0,1.0,1271,1.0,2,1,3.0,2,1.0,35,3,1,6.0,4,2.0,2515,5,1.0,14,3,4,0,8,2,3,2,1,2,2
36,0.0,2.0,1278,0.0,8,3,1.0,1,1.0,77,2,1,1.0,1,1.0,2342,0,0.0,21,4,3,0,6,3,3,5,4,0,3
25,0.0,2.0,141,2.0,3,1,4.0,3,1.0,98,3,2,7.0,1,1.0,4194,1,1.0,18,3,4,0,5,3,3,5,3,0,3
35,0.0,2.0,607,1.0,9,3,1.0,4,0.0,66,2,3,4.0,3,1.0,10685,1,1.0,20,4,2,1,17,2,3,17,14,5,15
35,1.0,1.0,130,1.0,25,4,1.0,4,0.0,96,3,1,6.0,2,0.0,2022,1,1.0,19,3,1,1,10,3,2,10,2,7,8
32,0.0,0.0,300,1.0,1,3,1.0,4,1.0,61,3,1,2.0,4,0.0,2314,0,0.0,12,3,2,1,4,2,3,3,0,0,2
25,0.0,2.0,583,2.0,4,1,2.0,3,1.0,87,2,2,7.0,1,1.0,4256,1,0.0,12,3,1,0,5,1,4,5,2,0,3
49,0.0,2.0,1418,1.0,1,3,5.0,3,0.0,36,3,1,6.0,1,1.0,3580,2,0.0,16,3,2,1,7,2,3,4,2,0,2
24,0.0,0.0,1269,1.0,4,1,1.0,1,1.0,46,2,1,2.0,4,1.0,3162,0,0.0,17,3,4,0,6,2,2,5,2,3,4
32,0.0,1.0,379,2.0,5,2,1.0,2,1.0,48,3,2,7.0,2,1.0,6524,1,0.0,14,3,4,1,10,3,3,10,8,5,3
38,0.0,2.0,395,2.0,9,3,2.0,2,1.0,98,2,1,8.0,2,1.0,2899,0,0.0,19,3,4,1,3,3,3,2,2,1,2
42,0.0,2.0,1265,1.0,3,3,1.0,3,0.0,95,4,2,2.0,4,1.0,5231,2,1.0,13,3,2,1,17,1,2,5,3,1,3
31,0.0,2.0,1222,1.0,11,4,1.0,4,1.0,48,3,1,6.0,4,1.0,2356,3,1.0,19,3,2,1,8,2,3,6,4,0,2
29,1.0,2.0,341,2.0,1,3,3.0,2,0.0,48,2,1,8.0,3,0.0,2800,6,1.0,19,3,3,3,5,3,3,3,2,0,2
53,0.0,2.0,868,2.0,8,3,2.0,1,1.0,73,3,4,7.0,4,1.0,11836,5,0.0,14,3,3,1,28,3,3,2,0,2,2
35,0.0,2.0,672,1.0,25,3,5.0,4,1.0,78,2,3,4.0,2,1.0,10903,3,0.0,16,3,1,0,16,2,3,13,10,4,8
37,0.0,1.0,1231,2.0,21,2,3.0,3,0.0,54,3,1,8.0,4,1.0,2973,5,0.0,15,3,2,1,10,3,3,5,4,0,0
53,0.0,2.0,102,1.0,23,4,1.0,4,0.0,72,3,4,5.0,4,2.0,14275,6,0.0,18,3,3,0,33,0,3,12,9,3,8
43,0.0,1.0,422,1.0,1,3,1.0,4,0.0,33,3,2,0.0,4,1.0,5562,4,0.0,13,3,2,1,12,2,2,5,2,2,2
47,0.0,2.0,249,2.0,2,2,2.0,3,0.0,35,3,2,7.0,4,1.0,4537,0,1.0,22,4,1,1,8,2,3,7,6,7,7
37,0.0,0.0,1252,2.0,19,2,3.0,1,1.0,32,3,3,7.0,2,2.0,7642,1,1.0,13,3,4,0,10,2,3,10,0,0,9
50,0.0,0.0,881,1.0,2,4,1.0,1,1.0,98,3,4,3.0,1,0.0,17924,1,0.0,11,3,4,1,31,3,3,31,6,14,7
39,0.0,2.0,1383,0.0,2,3,1.0,4,0.0,42,2,2,1.0,4,1.0,5204,8,0.0,11,3,3,2,13,2,3,5,4,0,4
33,0.0,2.0,1075,0.0,3,2,0.0,4,1.0,57,3,1,1.0,2,0.0,2277,3,1.0,11,3,3,1,7,4,4,4,3,0,3
32,1.0,2.0,374,1.0,25,4,1.0,1,1.0,87,3,1,2.0,4,2.0,2795,1,1.0,24,4,3,0,1,2,1,1,0,0,1
29,0.0,2.0,1086,1.0,7,1,3.0,1,0.0,62,2,1,2.0,4,0.0,2532,6,0.0,14,3,3,3,8,5,3,4,3,0,3
44,0.0,2.0,661,1.0,9,2,1.0,2,1.0,61,3,1,6.0,1,1.0,2559,1,1.0,13,3,4,0,8,0,3,8,7,7,1
28,0.0,2.0,821,2.0,5,4,3.0,1,1.0,98,3,2,7.0,4,2.0,4908,1,0.0,14,3,2,0,4,3,3,4,2,0,2
58,1.0,1.0,781,1.0,2,1,1.0,4,1.0,57,2,1,2.0,4,0.0,2380,9,1.0,14,3,4,1,3,3,2,1,0,0,0
43,0.0,2.0,177,1.0,8,3,1.0,1,0.0,55,3,2,4.0,2,0.0,4765,4,0.0,21,4,3,1,4,2,4,1,0,0,0
20,1.0,2.0,500,2.0,2,3,3.0,3,0.0,49,2,1,8.0,3,2.0,2044,1,0.0,13,3,4,0,2,3,2,2,2,0,2
21,1.0,2.0,1427,1.0,18,1,4.0,4,0.0,65,3,1,6.0,4,2.0,2693,1,0.0,19,3,1,0,1,3,2,1,0,0,0
36,0.0,2.0,1425,1.0,14,1,1.0,3,1.0,68,3,2,0.0,4,1.0,6586,0,1.0,17,3,1,1,17,2,2,16,8,4,11
47,0.0,2.0,1454,2.0,2,4,1.0,4,0.0,65,2,1,8.0,4,2.0,3294,1,1.0,18,3,1,0,3,3,2,3,2,1,2
22,1.0,2.0,617,1.0,3,1,1.0,2,0.0,34,3,2,4.0,3,1.0,4171,0,1.0,19,3,1,1,4,3,4,3,2,0,2
41,1.0,2.0,1085,1.0,2,4,1.0,2,0.0,57,1,1,2.0,4,0.0,2778,4,1.0,13,3,3,1,10,1,2,7,7,1,0
28,0.0,2.0,995,1.0,9,3,3.0,3,0.0,77,3,1,6.0,3,0.0,2377,5,0.0,18,3,2,1,6,2,3,2,2,2,2
39,1.0,2.0,1122,1.0,6,3,3.0,4,1.0,70,3,1,2.0,1,1.0,2404,7,1.0,21,4,4,0,8,2,1,2,2,2,2
27,0.0,2.0,618,1.0,4,3,1.0,2,0.0,76,3,1,6.0,3,2.0,2318,1,0.0,19,3,3,0,1,2,3,1,1,0,0
34,0.0,2.0,546,1.0,10,3,1.0,2,1.0,83,3,1,2.0,2,0.0,2008,1,0.0,14,3,2,2,1,3,3,1,0,1,0
42,0.0,2.0,462,2.0,14,2,3.0,3,0.0,68,2,2,7.0,3,2.0,6244,7,0.0,17,3,1,0,10,6,3,5,4,0,3
33,0.0,2.0,1198,1.0,1,4,4.0,3,1.0,100,2,1,6.0,1,2.0,2799,3,1.0,11,3,2,0,6,1,3,3,2,0,2
58,0.0,2.0,1272,1.0,5,3,5.0,3,0.0,37,2,3,0.0,2,0.0,10552,2,1.0,13,3,4,1,24,3,3,6,0,0,4
31,0.0,2.0,154,2.0,7,4,1.0,2,1.0,41,2,1,8.0,3,1.0,2329,3,0.0,15,3,2,0,13,2,4,7,7,5,2
35,0.0,2.0,1137,1.0,21,1,1.0,4,0.0,51,3,2,0.0,4,1.0,4014,1,1.0,25,4,4,1,10,2,1,10,6,0,7
49,0.0,2.0,527,1.0,8,2,4.0,1,0.0,51,3,3,2.0,2,1.0,7403,4,0.0,11,3,3,1,29,3,2,26,9,1,7
48,0.0,2.0,1469,1.0,20,4,3.0,4,1.0,51,3,1,6.0,3,1.0,2259,4,0.0,17,3,1,2,13,2,2,0,0,0,0
31,0.0,0.0,1188,2.0,20,2,2.0,4,0.0,45,3,2,7.0,3,1.0,6932,1,0.0,13,3,4,1,9,2,2,9,8,0,0
36,0.0,2.0,188,1.0,7,4,4.0,2,1.0,65,3,1,6.0,4,2.0,4678,2,0.0,18,3,3,0,8,6,3,6,2,0,1
38,0.0,2.0,1333,1.0,1,3,5.0,4,0.0,80,3,3,5.0,1,1.0,13582,1,0.0,13,3,2,1,15,3,3,15,12,5,11
32,0.0,0.0,1184,1.0,1,3,1.0,3,0.0,70,2,1,2.0,2,1.0,2332,6,0.0,20,4,3,0,5,3,3,3,0,0,2
25,1.0,2.0,867,2.0,19,2,2.0,3,1.0,36,2,1,8.0,2,1.0,2413,1,1.0,18,3,3,3,1,2,3,1,0,0,0
40,0.0,2.0,658,2.0,10,4,2.0,1,1.0,67,2,3,7.0,2,0.0,9705,2,0.0,12,3,2,1,11,2,2,1,0,0,0
26,0.0,1.0,1283,2.0,1,3,3.0,3,1.0,52,2,2,7.0,1,2.0,4294,1,0.0,12,3,2,0,7,2,3,7,7,0,7
41,0.0,2.0,263,1.0,6,3,3.0,4,1.0,59,3,1,2.0,1,2.0,4721,2,1.0,13,3,3,0,20,3,3,18,13,2,17
36,0.0,2.0,938,1.0,2,4,3.0,3,1.0,79,3,1,2.0,3,2.0,2519,4,0.0,21,4,3,0,16,6,3,11,8,3,9
19,1.0,2.0,419,2.0,21,3,4.0,4,1.0,37,2,1,8.0,2,2.0,2121,1,1.0,13,3,2,0,1,3,4,1,0,0,0
20,1.0,2.0,129,1.0,4,3,5.0,1,1.0,84,3,1,2.0,1,2.0,2973,1,0.0,19,3,2,0,1,2,3,1,0,0,0
31,0.0,2.0,616,1.0,12,3,3.0,4,0.0,41,3,2,0.0,4,1.0,5855,0,1.0,11,3,3,2,10,2,1,9,7,8,5
40,0.0,1.0,1469,1.0,9,4,3.0,4,1.0,35,3,1,6.0,2,0.0,3617,8,1.0,14,3,4,1,3,2,3,1,1,0,0
32,0.0,2.0,498,1.0,3,4,3.0,3,0.0,93,3,2,4.0,1,1.0,6725,1,0.0,12,3,3,1,8,2,4,8,7,6,3
36,1.0,2.0,530,2.0,3,1,1.0,3,1.0,51,2,3,7.0,4,1.0,10325,1,1.0,11,3,1,1,16,6,3,16,7,3,7
33,0.0,2.0,1069,1.0,1,3,1.0,2,0.0,42,2,2,0.0,4,2.0,6949,0,0.0,14,3,1,0,6,3,3,5,0,1,4
37,1.0,2.0,625,2.0,1,4,1.0,1,1.0,46,2,3,7.0,3,1.0,10609,5,0.0,11,3,3,0,17,2,1,14,1,11,7
45,0.0,0.0,805,1.0,4,2,1.0,3,1.0,57,3,2,2.0,2,1.0,4447,1,0.0,12,3,2,0,9,5,2,9,7,0,8
29,0.0,1.0,1404,2.0,20,3,5.0,3,0.0,84,3,1,8.0,4,1.0,2157,1,0.0,15,3,2,1,3,5,3,3,1,0,2
35,0.0,2.0,1219,2.0,18,3,3.0,3,0.0,86,3,2,7.0,3,1.0,4601,1,0.0,16,3,2,0,5,3,3,5,2,1,0
52,0.0,2.0,1053,1.0,1,2,1.0,4,1.0,70,3,4,3.0,4,1.0,17099,2,0.0,15,3,2,1,26,2,2,9,8,7,8
58,1.0,2.0,289,1.0,2,3,5.0,4,1.0,51,3,1,6.0,3,2.0,2479,4,0.0,24,4,1,0,7,4,3,1,0,0,0
53,0.0,2.0,1376,2.0,2,2,3.0,3,1.0,45,3,4,3.0,3,0.0,14852,6,0.0,13,3,3,1,22,3,4,17,13,15,2
30,0.0,2.0,231,2.0,8,2,4.0,3,1.0,62,3,3,7.0,3,0.0,7264,5,0.0,11,3,1,1,10,2,4,8,4,7,7
38,0.0,0.0,152,2.0,10,3,5.0,3,0.0,85,3,2,7.0,4,2.0,5666,1,1.0,13,3,2,0,6,1,3,5,3,1,3
35,0.0,2.0,882,2.0,3,4,1.0,4,1.0,92,3,3,7.0,4,0.0,7823,6,0.0,13,3,2,1,12,2,3,10,9,0,8
39,0.0,2.0,903,2.0,2,5,1.0,1,1.0,41,4,3,7.0,3,2.0,7880,0,0.0,18,3,4,0,9,3,3,8,7,0,7
